,labels,messages
16,4,"['foundry', 'division', 'report', 'sale', 'increase', 'eur', 'mn', 'eur', 'mn', 'corresponding', 'period', 'sale', 'machine', 'shop', 'division', 'increase', 'eur', 'mn', 'eur', 'mn', 'corresponding', 'period']"
17,4,"['helsinki', 'afx', 'share', 'close', 'higher', 'lead', 'nokia', 'announce', 'plan', 'team', 'up', 'sanyo', 'manufacture', 'handset', 'nokian', 'tyre', 'fourth', 'quarter', 'earning', 'report', 'beat', 'analyst', 'expectation', 'dealer', 'say']"
18,4,"['incap', 'contract', 'manufacturing', 'service', 'pvt', 'ltd', 'subsidiary', 'incap', 'corporation', 'finland', 'plan', 'double', 'revenue']"
19,4,"['board', 'director', 'propose', 'dividend', 'eur', 'per', 'share', 'up', 'eur', 'per', 'share', 'pay']"
20,4,"['lifetree', 'found', 'revenue', 'rise', 'average', 'margin', 'late']"
21,4,"['filippova', 'trilateral', 'agreement', 'investment', 'construction', 'technology', 'park', 'st', 'petersburg', 'sign', 'course', 'forum', 'day', 'russian', 'economy', 'open', 'helsinki', 'today']"
22,4,"['megafon', 'subscriber', 'base', 'increase', 'million', 'user', 'december', 'market', 'share', 'number', 'customer', 'amount', 'late', 'up', 'late', 'accord', 'teliasonera', 'estimate']"
23,4,"['net', 'income', 'life', 'insurance', 'double', 'eur', 'mn', 'eur', 'mn', 'net', 'income', 'non', 'life', 'insurance', 'rise', 'eur', 'mn', 'eur', 'mn', 'corresponding', 'period']"
24,4,"['net', 'sale', 'increase', 'eur', 'eur', 'pretax', 'profit', 'rise', 'eur', 'eur', 'usd']"
25,4,"['net', 'sale', 'surge', 'eur', 'teleste', 'say', 'eur', 'sale', 'come', 'acquisition', 'make']"
26,4,"['nordea', 'group', 'operating', 'profit', 'increase', 'percent', 'year', 'year', 'billion', 'euro', 'total', 'revenue', 'percent', 'billion', 'euro']"
27,4,"['operate', 'profit', 'nine', 'month', 'period', 'increase', 'eur', 'net', 'sale', 'increase', 'eur', 'compare', 'corresponding', 'period']"
28,4,"['operate', 'profit', 'nine', 'month', 'period', 'increase', 'eur', 'net', 'sale', 'increase', 'eur', 'compare', 'corresponding', 'period']"
29,4,"['operate', 'profit', 'three', 'month', 'period', 'increase', 'eur', 'revenue', 'increase', 'eur', 'compare', 'corresponding', 'period']"
30,4,"['brazilian', 'unit', 'finnish', 'security', 'solution', 'provider', 'secure', 'sign', 'up', 'new', 'client', 'last', 'year', 'online', 'news', 'source', 'reseller', 'web', 'quote', 'division', 'commercial', 'director', 'vladimir', 'brand', 'say']"
31,4,"['company', 'net', 'profit', 'rise', 'year', 'million', 'euro', 'sale', 'million', 'euro', 'up', 'year', 'company', 'say', 'early']"
32,4,"['lithuanian', 'beer', 'market', 'make', 'up', 'million', 'liter', 'january', 'rise', 'percent', 'year', 'early', 'figure', 'lithuanian', 'brewer', 'association', 'report', 'cite', 'result', 'member']"
33,4,"['vike', 'line', 'cargo', 'revenue', 'increase', 'eur', 'mn', 'cargo', 'volume', 'increase', 'cargo', 'unit']"
34,4,"['fair', 'value', 'property', 'portfolio', 'double', 'result', 'kapiteeli', 'acquisition', 'total', 'eur', 'million']"
35,4,"['february', 'finnish', 'medium', 'company', 'sanoma', 'oyj', 'hel', 'saa', 'say', 'yesterday', 'net', 'profit', 'almost', 'triple', 'eur', 'eur', 'announce', 'proposal', 'raise', 'payout']"
36,4,"['helsinki', 'eliiv', 'today', 'report', 'eps', 'eur', 'increase', 'eps', 'eur']"
37,4,"['aspo', 'plc', 'stock', 'exchange', 'release', 'february', 'at', 'esl', 'shipping', 'ltd', 'part', 'aspo', 'group', 'sign', 'new', 'long', 'term', 'contract', 'rautaruukki', 'corporation', 'marine', 'transport', 'raw', 'material', 'baltic', 'sea']"
38,4,"['commission', 'income', 'increase', 'eur', 'mn', 'lending', 'volume', 'rise']"
39,4,"['january', 'traffic', 'measure', 'revenue', 'passenger', 'kilometre', 'rpk', 'go', 'up', 'capacity', 'measure', 'available', 'seat', 'kilometre', 'ask', 'rise']"
40,4,"['january', 'september', 'fiskar', 'net', 'profit', 'go', 'up', 'year', 'year', 'eur', 'million', 'net', 'sale', 'eur', 'million', 'eur', 'million']"
41,4,"['net', 'income', 'life', 'insurance', 'rise', 'eur', 'mn', 'eur', 'mn', 'net', 'income', 'non', 'life', 'insurance', 'eur', 'mn', 'eur', 'mn']"
42,4,"['nyrstar', 'also', 'agree', 'supply', 'talvivaara', 'up', 'tonne', 'sulphuric', 'acid', 'per', 'annum', 'use', 'talvivaara', 'leach', 'process', 'period', 'supply', 'zinc', 'concentrate']"
43,4,"['sale', 'department', 'store', 'division', 'hobby', 'hall', 'increase', 'sale', 'clothing', 'store', 'subsidiary', 'seppala', 'decrease']"
44,4,"['sale', 'rise', 'export', 'market']"
45,4,"['sale', 'increase', 'due', 'grow', 'market', 'rate', 'increase', 'operation']"
46,4,"['agreement', 'strengthen', 'long', 'term', 'partnership', 'nokia', 'siemens', 'network']"
47,4,"['agreement', 'sign', 'biohit', 'healthcare', 'ltd', 'uk', 'base', 'subsidiary', 'biohit', 'oyj', 'finnish', 'public', 'company', 'develop', 'manufacture', 'market', 'liquid', 'handling', 'product', 'diagnostic', 'test', 'system']"
48,4,"['company', 'also', 'estimate', 'already', 'carry', 'investment', 'lead', 'increase', 'net', 'sale', 'reach', 'eur', 'million']"
49,4,"['company', 'order', 'book', 'stand', 'bln', 'euro', 'bln', 'september', 'up', 'pct', 'year', 'international', 'order', 'amount', 'mln', 'euro', 'mln']"
50,4,"['company', 'say', 'paper', 'demand', 'increase', 'main', 'market', 'include', 'publication', 'paper', 'increase', 'average', 'paper', 'price', 'percent', 'compare', 'last', 'year']"
51,4,"['world', 'second', 'large', 'stainless', 'steel', 'maker', 'say', 'net', 'profit', 'three', 'month', 'period', 'dec', 'surge', 'euro', 'million', 'us', 'million', 'euro', 'us', 'per', 'share', 'euro', 'million', 'euro', 'per', 'share', 'previous', 'year']"
52,4,"['within', 'framework', 'partnership', 'nokia', 'siemens', 'network', 'sign', 'initial', 'framework', 'purchase', 'agreement', 'sitronic', 'subsidiary', 'jsc', 'mikron', 'large', 'manufacturer', 'exporter', 'microelectronic', 'component', 'russia']"
53,4,"['seppala', 'revenue', 'increase', 'eur', 'finland', 'revenue', 'go', 'down', 'eur', 'sale', 'abroad', 'rise', 'eur', 'sale', 'increase', 'baltic', 'country', 'well', 'russia', 'ukraine']"
54,4,"['share', 'standard', 'chartered', 'stan', 'rise', 'ftse', 'royal', 'bank', 'scotland', 'rbs', 'share', 'rise', 'barclay', 'share', 'barc', 'bcs', 'up']"
55,4,"['share', 'nokia', 'corp', 'rise', 'thursday', 'cell', 'phone', 'maker', 'say', 'third', 'quarter', 'earning', 'almost', 'double', 'share', 'global', 'handset', 'market', 'increase']"
56,4,"['financial', 'report', 'publish', 'friday', 'seb', 'say', 'net', 'profit', 'soar', 'sek', 'bn', 'year', 'early', 'sek', 'bn', 'propose', 'dividend', 'increase', 'sek', 'per', 'share']"
57,4,"['sale', 'department', 'store', 'division', 'increase', 'sale', 'clothing', 'store', 'subsidiary', 'seppala', 'increase', 'meanwhile', 'sale', 'hobby', 'hall', 'decrease']"
58,2,"['request', 'finnish', 'medium', 'company', 'alma', 'medium', 'newspaper', 'research', 'manager', 'jari', 'kaivo', 'oja', 'finland', 'future', 'research', 'centre', 'turku', 'school', 'economic', 'draw', 'up', 'future', 'scenario', 'finland', 'national', 'economy', 'use', 'model', 'develop', 'university', 'denver']"
59,2,"['sweden', 'gallerix', 'accumulate', 'sek', 'denominate', 'sale', 'down', 'eur', 'denominate', 'sale', 'up']"
60,2,"['company', 'support', 'global', 'customer', 'develop', 'new', 'technology', 'offer', 'fast', 'route', 'product', 'development', 'application', 'volume', 'production']"
61,2,"['investment', 'place', 'atria', 'plan', 'expand', 'moscow', 'market']"
62,2,"['new', 'agreement', 'continuation', 'theagreement', 'sign', 'early', 'year', 'lemminkainen', 'group', 'whereby', 'cramo', 'acquire', 'entire', 'construction', 'machine', 'fleet', 'oflemminkainen', 'talo', 'oy', 'ita', 'ja', 'pohjois', 'suomo', 'sign', 'asimilar', 'agreement', 'say', 'tatu', 'hauhio', 'manage', 'director', 'ofcramo', 'finland']"
63,4,"['first', 'contract', 'envisage', 'construction', 'three', 'ferryboat', 'option', 'two', 'unit', 'far', 'confirm', 'total', 'value', 'mln', 'euro', 'mln']"
64,2,"['june', 'sell', 'percent', 'stake', 'nordstjernan', 'investment', 'group', 'take', 'up', 'option', 'acquire', 'eqt', 'remain', 'share']"
65,4,"['kesko', 'corporation', 'stock', 'exchange', 'release', 'kesko', 'corporation', 'aspo', 'plc', 'today', 'sign', 'agreement', 'aspo', 'acquire', 'share', 'capital', 'kauko', 'telko', 'ltd', 'subsidiary', 'wholly', 'kesko']"
66,4,"['sponda', 'plc', 'stock', 'exchange', 'release', 'december', 'eur', 'billion', 'syndicate', 'credit', 'facility', 'sponda', 'sponda', 'sign', 'agreement', 'one', 'year', 'syndicate', 'credit', 'facility', 'total', 'eur', 'billion']"
67,2,"['stock', 'exchange', 'announcement', 'july', 'basware', 'share', 'subscription', 'warrant', 'increase', 'share', 'capital', 'total', 'share', 'subscribe', 'basware', 'warrant', 'program']"
68,4,"['contract', 'cover', 'hdo', 'platform', 'ac', 'cxe', 'optical', 'fttb', 'node', 'design', 'increase', 'forward', 'return', 'path', 'capacity', 'transmission', 'network']"
69,2,"['new', 'plant', 'plan', 'electricity', 'generation', 'capacity', 'up', 'megawatt', 'mw', 'heat', 'generation', 'capacity']"
70,4,"['omx', 'helsinki', 'index', 'up', 'pct', 'helsinki', 'cap', 'portfolio', 'index', 'pct', 'high']"
71,2,"['sale', 'growth', 'car', 'considerably', 'influence', 'tire', 'market']"
72,2,"['maximum', 'new', 'share', 'far', 'subscribe', 'exercise', 'option', 'stock', 'option', 'plan']"
73,2,"['result', 'share', 'issue', 'number', 'company', 'share', 'increase', 'share', 'share', 'capital', 'total', 'eur']"
74,2,"['finnish', 'real', 'estate', 'investor', 'sponda', 'plc', 'say', 'wednesday', 'march', 'sign', 'agreement', 'danske', 'bank', 'helsinki', 'branch', 'year', 'eur', 'credit', 'facility', 'ilmarinen', 'mutual', 'pension', 'insurance', 'company', 'year', 'eur', 'credit', 'facility']"
75,2,"['route', 'helsinki', 'finland', 'tallinn', 'estonia', 'cargo', 'volume', 'increase', 'cargo', 'volume', 'finland', 'sweden', 'fall']"
76,2,"['measure', 'include', 'increase', 'synergy', 'economy', 'scale', 'within', 'grimaldi', 'group', 'personnel', 'adjustment', 'divestment', 'redelivery', 'excess', 'tonnage']"
77,4,"['rinkuskiai', 'raise', 'sale', 'percent', 'million', 'liter', 'sale', 'kauno', 'alus', 'grow', 'percent', 'liter']"
78,2,"['april', 'tj', 'group', 'plc', 'sell', 'stake', 'morning', 'digital', 'design', 'oy', 'finnish', 'company', 'tj', 'group', 'plc', 'say', 'friday', 'april', 'sign', 'agreement', 'sell', 'share', 'morning', 'digital', 'design', 'oy', 'edita', 'oyj']"
79,4,"['april', 'tj', 'group', 'plc', 'sell', 'stake', 'morning', 'digital', 'design', 'oy', 'finnish', 'company', 'tj', 'group', 'plc', 'say', 'friday', 'april', 'sign', 'agreement', 'sell', 'share', 'morning', 'digital', 'design', 'oy', 'edita', 'oyj']"
80,2,"['new', 'series', 'share', 'become', 'subject', 'trading', 'helsinki', 'stock', 'exchange', 'main', 'list', 'together', 'old', 'series', 'share', 'july']"
81,2,"['fuel', 'purchase', 'contract', 'sign', 'three', 'month', 'delivery', 'september', 'november']"
82,2,"['tiimari', 'operate', 'store', 'six', 'country', 'include', 'core', 'finnish', 'market', 'generate', 'turnover', 'mln', 'eur']"
83,4,"['agreement', 'biohit', 'become', 'focus', 'supplier', 'pipettor', 'disposable', 'pipettor', 'tip', 'vwr', 'customer', 'throughout', 'europe']"
84,4,"['combination', 'service', 'enable', 'offer', 'complex', 'strengthened', 'service', 'chain', 'not', 'limited', 'baltic', 'port', 'connection', 'also', 'get', 'access', 'world', 'wide', 'grimaldi', 'network', 'mediterranean', 'africa', 'north', 'america', 'say', 'uwe', 'bakosch']"
85,2,"['no', 'blind', 'spot', 'come', 'vantage', 'point', 'allow', 'investigator', 'see', 'whole', 'story', 'high', 'resolution', 'no', 'unbroken', 'video']"
86,4,"['company', 'still', 'expect', 'turnover', 'slightly', 'increase', 'level', 'add', 'market', 'predictability', 'still', 'poor', 'trustworthy', 'forecast', 'market', 'development', 'contract', 'manufacturing', 'business', 'current', 'year']"
87,4,"['acquisition', 'considerably', 'increase', 'kemira', 'sale', 'market', 'position', 'russian', 'metal', 'industry', 'coating', 'market']"
88,4,"['january', 'september', 'finnline', 'net', 'sale', 'rise', 'eur', 'mn', 'eur', 'mn', 'corresponding', 'period']"
89,4,"['adjust', 'change', 'group', 'structure', 'division', 'net', 'sale', 'increase']"
90,4,"['change', 'optimize', 'operational', 'efficiency', 'grow', 'business', 'say', 'julia', 'prohaska', 'director', 'marketing', 'communication', 'fiskar']"
91,4,"['would', 'invest', 'not', 'physical', 'infrastructure', 'would', 'also', 'provide', 'know', 'manage', 'develop', 'science', 'technology', 'park', 'say', 'sunrise', 'valley', 'director', 'andrius', 'bagdonas']"
92,4,"['february', 'finnish', 'broadband', 'data', 'communication', 'system', 'provider', 'teleste', 'oyj', 'hel', 'tlt', 'see', 'net', 'profit', 'jump', 'eur', 'last', 'quarter', 'eur', 'period']"
93,4,"['finnish', 'aktia', 'group', 'operating', 'profit', 'rise', 'eur', 'mn', 'first', 'quarter', 'eur', 'mn', 'first', 'quarter']"
94,4,"['finnish', 'bank', 'land', 'consolidated', 'net', 'operate', 'profit', 'increase', 'eur', 'mn', 'first', 'quarter', 'eur', 'mn', 'first', 'quarter']"
95,4,"['finnish', 'financial', 'group', 'aktia', 'report', 'operate', 'profit', 'eur', 'mn', 'january', 'september', 'up', 'eur', 'mn', 'corresponding', 'period']"
96,4,"['finnish', 'high', 'technology', 'provider', 'vaahto', 'group', 'report', 'net', 'sale', 'eur', 'mn', 'accounting', 'period', 'september', 'february', 'increase', 'year', 'early']"
97,4,"['net', 'sale', 'finnish', 'food', 'industry', 'company', 'ænnen', 'tehtaat', 'continue', 'operation', 'increase', 'eur', 'mn', 'eur', 'mn']"
98,4,"['individual', 'promotion', 'also', 'generate', 'slightly', 'high', 'expect', 'revenue']"
99,4,"['biohit', 'already', 'service', 'many', 'current', 'genesis', 'customer', 'customer', 'base', 'expect', 'expand', 'result', 'agreement']"
100,4,"['operate', 'profit', 'turnover', 'three', 'month', 'period', 'increase', 'respectively', 'eur', 'eur', 'compare', 'corresponding', 'period']"
101,4,"['circulation', 'revenue', 'increase', 'finland', 'sweden']"
102,4,"['clothing', 'chain', 'sepp', 'æl', 'net', 'sale', 'increase', 'eur', 'mn']"
103,4,"['construction', 'volume', 'meanwhile', 'grow', 'rate', 'percent', 'annually']"
104,4,"['finnish', 'swedish', 'construction', 'market', 'still', 'experience', 'estimate', 'annual', 'growth']"
105,4,"['however', 'biohit', 'estimate', 'total', 'net', 'sale', 'continue', 'grow', 'favourable', 'trend', 'net', 'sale', 'lead', 'profit']"
106,4,"['fiskar', 'cash', 'flow', 'operating', 'activity', 'amount', 'eur', 'up', 'eur', 'previous', 'year']"
107,4,"['lithuania', 'operate', 'profit', 'rise', 'eur', 'eur', 'corresponding', 'period']"
108,4,"['fourth', 'quarter', 'net', 'sale', 'increase', 'eur', 'mn', 'eur', 'mn', 'fourth', 'quarter']"
109,4,"['international', 'sale', 'rise', 'eur', 'mn']"
110,2,"['kalmar', 'espana', 'generate', 'net', 'sale', 'mln', 'euro', 'mln']"
111,4,"['net', 'sale', 'grow', 'period', 'ac', 'million', 'us', 'million', 'ac', 'million']"
112,4,"['net', 'sale', 'increase', 'eur', 'april', 'june', 'eur', 'year', 'early']"
113,4,"['net', 'sale', 'rise', 'year', 'year', 'eur', 'number', 'charger', 'deliver', 'go', 'up', 'million', 'piece']"
114,4,"['net', 'sale', 'total', 'eur', 'mn', 'up', 'eur', 'mn', 'corresponding', 'period']"
115,4,"['nokia', 'also', 'note', 'average', 'selling', 'price', 'handset', 'decline', 'period', 'though', 'mobile', 'phone', 'profit', 'margin', 'rise', 'percent', 'percent', 'year', 'ago', 'quarter']"
116,4,"['operate', 'profit', 'increase', 'eur', 'mn', 'eur', 'mn']"
117,4,"['operate', 'profit', 'margin', 'increase']"
118,4,"['operate', 'profit', 'rise', 'eur', 'mn', 'eur', 'mn', 'corresponding', 'period']"
119,4,"['operate', 'profit', 'rise', 'eur', 'mn', 'eur', 'mn', 'fourth', 'quarter']"
120,4,"['operate', 'profit', 'eur', 'mn', 'up', 'eur', 'mn']"
121,4,"['ramirent', 'net', 'sale', 'second', 'quarterende', 'june', 'euro', 'million', 'million', 'percent', 'increase', 'compare', 'euro', 'million', 'thesecond', 'quarter', 'last', 'year']"
122,4,"['revenue', 'grow', 'percent', 'ac', 'million', 'million', 'ac', 'million']"
123,4,"['ruukki', 'announce', 'sign', 'agreement', 'aker', 'solution', 'norway', 'supply', 'suction', 'anchor', 'september', 'kalajoki', 'unit', 'finland']"
124,4,"['ruukki', 'delivery', 'volume', 'sell', 'price', 'show', 'favourable', 'development', 'company', 'comparable', 'net', 'sale', 'grow', 'year', 'year', 'eur', 'ceo', 'sakari', 'tamminen', 'say']"
125,4,"['sanoma', 'magazine', 'net', 'sale', 'estimate', 'grow']"
126,4,"['bank', 'forecast', 'finland', 'gdp', 'grow']"
127,4,"['circuit', 'overall', 'production', 'rate', 'weekly', 'basis', 'excess', 'average', 'tonne', 'per', 'day', 'volume', 'excess', 'tonne', 'per', 'day', 'reach', 'individual', 'day']"
128,4,"['company', 'consolidated', 'operating', 'profit', 'amount', 'eur', 'mn', 'up', 'eur', 'mn', 'year', 'year']"
129,4,"['department', 'store', 'division', 'report', 'increase', 'sale', 'per', 'cent']"
130,4,"['fair', 'value', 'company', 'investment', 'property', 'grow', 'eur', 'billion', 'end', 'march', 'eur', 'million', 'year', 'ago']"
131,4,"['last', 'quarter', 'good', 'quarter', 'net', 'sale', 'operate', 'margin', 'rise']"
132,4,"['major', 'brewery', 'increase', 'domestic', 'beer', 'sale', 'per', 'cent', 'last', 'year', 'million', 'litre', 'million', 'litre']"
133,4,"['transaction', 'double', 'tecnomen', 'workforse', 'add', 'fourth', 'net', 'sale']"
134,4,"['operate', 'profit', 'rise', 'eur', 'million']"
135,4,"['purchase', 'cramo', 'become', 'second', 'large', 'rental', 'service', 'provider', 'latvian', 'market']"
136,4,"['priority', 'strengthen', 'company', 'balance', 'sheet', 'increase', 'cash', 'flow', 'ceo', 'hannu', 'krook', 'say']"
137,4,"['purchase', 'operation', 'part', 'yit', 'strategy', 'expand', 'offering', 'build', 'system', 'service', 'geographically']"
138,4,"['october', 'finnish', 'fishing', 'tackle', 'company', 'rapala', 'vmc', 'corp', 'hel', 'rap', 'say', 'today', 'net', 'profit', 'rise', 'eur', 'first', 'nine', 'month', 'eur', 'period', 'year', 'early']"
139,2,"['structure', 'bim', 'build', 'information', 'modeling', 'software', 'tekla', 'model', 'base', 'software', 'provider', 'adopt', 'construction', 'management', 'delivery', 'university', 'project', 'abu', 'dhabi']"
140,4,"['accord', 'finnish', 'metso', 'mineral', 'value', 'company', 'order', 'go', 'up', 'eur', 'bn', 'month']"
141,4,"['finnish', 'aldata', 'solution', 'sign', 'contract', 'supply', 'system', 'two', 'french', 'retail', 'chain']"
142,4,"['finnish', 'bank', 'land', 'report', 'operating', 'profit', 'rise', 'eur', 'mn', 'second', 'quarter', 'eur', 'mn', 'corresponding', 'period']"
143,4,"['finnish', 'financial', 'group', 'aktia', 'operating', 'profit', 'increase', 'eur', 'mn', 'eur', 'mn']"
144,4,"['finnish', 'forest', 'machinery', 'manufacturer', 'ponsse', 'net', 'sale', 'grow', 'eur', 'mn', 'first', 'quarter', 'eur', 'mn', 'corresponding', 'period']"
145,4,"['finnish', 'kci', 'konecrane', 'raise', 'net', 'sale', 'growth', 'estimate']"
146,4,"['finnish', 'okmetic', 'manufacture', 'process', 'silicon', 'wafer', 'semiconductor', 'sensor', 'industry', 'norwegian', 'solar', 'wafer', 'company', 'norsun', 'sign', 'contract', 'okmetic', 'supply', 'norsun', 'mono', 'silicon', 'crystal', 'use', 'solar', 'cell', 'manufacturing']"
147,4,"['finnish', 'pharmaceutical', 'company', 'orion', 'net', 'sale', 'rise', 'eur', 'mn', 'first', 'quarter', 'eur', 'mn', 'first', 'quarter']"
148,4,"['finnish', 'ponsse', 'sign', 'agreement', 'babcock', 'africa', 'distribution', 'support', 'ponsse', 'forest', 'machine', 'harvester', 'head', 'information', 'system', 'south', 'africa']"
149,4,"['south', 'african', 'sappi', 'become', 'large', 'foreign', 'forest', 'industry', 'company', 'operate', 'finland', 'result', 'acquisition', 'finnish', 'real', 'corporation', 'graphic', 'paper', 'business', 'unit']"
150,4,"['accord', 'deputy', 'md', 'pekka', 'silvennoinen', 'aim', 'double', 'turnover', 'next', 'three', 'year']"
151,4,"['accord', 'hkscan', 'finland', 'plan', 'increase', 'ærvi', 'suoman', 'portti', 'net', 'sale', 'eur', 'mn', 'eur', 'mn']"
152,4,"['advertising', 'circulation', 'revenue', 'grow', 'respectively']"
153,4,"['takeover', 'cramo', 'become', 'second', 'large', 'rental', 'service', 'provider', 'latvian', 'market']"
154,4,"['significant', 'sale', 'increase', 'russia']"
155,4,"['alma', 'medium', 'expect', 'net', 'sale', 'increase', 'forecast', 'previously']"
156,4,"['also', 'lemmink', 'æinen', 'profit', 'accounting', 'period', 'go', 'up', 'eur', 'mn', 'eur', 'mn', 'year', 'ago']"
157,4,"['end', 'march', 'group', 'order', 'book', 'eur', 'mn', 'up', 'corresponding', 'period']"
158,4,"['time', 'profit', 'company', 'increase', 'reach', 'ls']"
159,2,"['aviation', 'system', 'maintenance', 'base', 'kansas', 'generate', 'net', 'sale', 'usd', 'million']"
160,4,"['besides', 'increase', 'share', 'meat', 'various', 'sausage', 'offer', 'number', 'new', 'taste', 'grill', 'product', 'shish', 'kebab', 'segment', 'paavel', 'say']"
161,4,"['operate', 'profit', 'net', 'sale', 'month', 'period', 'increase', 'respectively', 'eur', 'eur', 'compare', 'financial', 'year']"
162,4,"['operate', 'profit', 'net', 'sale', 'month', 'period', 'increase', 'respectively', 'eur', 'eur', 'compare', 'financial', 'year']"
163,4,"['operate', 'profit', 'net', 'sale', 'month', 'period', 'increase', 'respectively', 'eur', 'eur', 'compare']"
164,4,"['operate', 'profit', 'net', 'sale', 'month', 'period', 'increase', 'respectively', 'eur', 'eur', 'compare']"
165,4,"['operate', 'profit', 'net', 'sale', 'nine', 'month', 'period', 'increase', 'respectively', 'compare', 'corresponding', 'period']"
166,4,"['operate', 'profit', 'net', 'sale', 'six', 'month', 'period', 'increase', 'respectively', 'eur', 'eur', 'compare', 'corresponding', 'period']"
167,4,"['operate', 'profit', 'net', 'sale', 'six', 'month', 'period', 'increase', 'respectively', 'eur', 'eur', 'compare', 'corresponding', 'period']"
168,4,"['operate', 'profit', 'net', 'sale', 'six', 'month', 'period', 'increase', 'respectively', 'eur', 'eur', 'compare', 'corresponding', 'period']"
169,4,"['operate', 'profit', 'net', 'sale', 'six', 'month', 'period', 'increase', 'respectively', 'eur', 'eur', 'compare', 'corresponding', 'period']"
170,4,"['operate', 'profit', 'net', 'sale', 'three', 'month', 'period', 'increase', 'respectively', 'eur', 'eur', 'compare', 'corresponding', 'period']"
171,4,"['operate', 'profit', 'net', 'sale', 'three', 'month', 'period', 'increase', 'respectively', 'eur', 'eur', 'compare', 'corresponding', 'quarter']"
172,4,"['operate', 'profit', 'sale', 'three', 'month', 'period', 'increase', 'respectively', 'eur', 'eur', 'compare', 'corresponding', 'period']"
173,4,"['operate', 'profit', 'turnover', 'nine', 'month', 'period', 'increase', 'respectively', 'eur', 'eur', 'compare', 'corresponding', 'period', 'year', 'ago']"
174,4,"['operate', 'profit', 'turnover', 'six', 'month', 'period', 'increase', 'respectively', 'eur', 'eur', 'compare', 'corresponding', 'period']"
175,4,"['operate', 'profit', 'turnover', 'six', 'month', 'period', 'increase', 'respectively', 'eur', 'eur', 'compare', 'corresponding', 'period', 'year', 'ago']"
176,4,"['cargo', 'volume', 'grow']"
177,4,"['cargo', 'volume', 'increase', 'approximately']"
178,4,"['comparable', 'operate', 'profit', 'total', 'eur', 'mn', 'up', 'eur', 'mn']"
179,4,"['digia', 'say', 'consolidated', 'net', 'sale', 'january', 'june', 'eur', 'up', 'period', 'eur']"
180,4,"['dilute', 'earning', 'per', 'share', 'eps', 'rise', 'eur', 'eur']"
181,4,"['dilute', 'earning', 'per', 'share', 'eps', 'rise', 'eur', 'versus', 'eur']"
182,4,"['dilute', 'earning', 'per', 'share', 'eps', 'rise', 'eur', 'eur']"
183,4,"['dilute', 'earning', 'per', 'share', 'eps', 'rise', 'eur', 'eur']"
